Alabama,0.20580474934036938
Alaska,0.14285714285714285
Arizona,0.24083769633507854
Arkansas,0.23938223938223938
California,0.12631389812236096
Colorado,0.17980295566502463
Connecticut,0.22440944881889763
Delaware,0.061224489795918366
Florida,0.2859571574294458
Georgia,0.27521008403361347
Hawaii,0.03296703296703297
Idaho,0.14806110458284372
Illinois,0.22466216216216217
Indiana,0.16505576208178438
Iowa,0.13614457831325302
Kansas,0.14862385321100918
Kentucky,0.19281045751633988
Louisiana,0.10617760617760617
Maine,0.24253731343283583
Maryland,0.11929824561403508
Massachusetts,0.12589285714285714
Michigan,0.30149597238204834
Minnesota,0.16495629038388446
Mississippi,0.27615062761506276
Missouri,0.1492753623188406
Montana,0.07258064516129033
Nebraska,0.1796875
Nevada,0.19550173010380623
New Hampshire,0.11067809820732658
New Jersey,0.1879432624113475
New Mexico,0.1171875
New York,0.11260587942202292
North Carolina,0.140893470790378
North Dakota,0.0861344537815126
Ohio,0.13222416812609458
Oklahoma,0.2196652719665272
Oregon,0.11694915254237288
Pennsylvania,0.16843702579666162
Rhode Island,0.12272727272727273
South Carolina,0.225
South Dakota,0.15037593984962405
Tennessee,0.2231578947368421
Texas,0.2040072859744991
Utah,0.12931431201104465
Vermont,0.29523809523809524
Virginia,0.11063464837049743
Washington,0.09663865546218488
West Virginia,0.2564102564102564
Wisconsin,0.14056224899598393
Wyoming,0.05555555555555555
