Date,Open,High,Low,Close,Adj Close,Volume
1990/1/2,353.399994,359.690002,351.980011,359.690002,359.690002,162070000
1990/1/3,359.690002,360.589996,357.890015,358.76001,358.76001,192330000
1990/1/4,358.76001,358.76001,352.890015,355.670013,355.670013,177000000
1990/1/5,355.670013,355.670013,351.350006,352.200012,352.200012,158530000
1990/1/8,352.200012,354.23999,350.540009,353.790009,353.790009,140110000
1990/1/9,353.829987,354.170013,349.609985,349.619995,349.619995,155210000
1990/1/10,349.619995,349.619995,344.320007,347.309998,347.309998,175990000
1990/1/11,347.309998,350.140015,347.309998,348.529999,348.529999,154390000
1990/1/12,348.529999,348.529999,339.48999,339.929993,339.929993,183880000
1990/1/15,339.929993,339.940002,336.570007,337,337,140590000
1990/1/16,337,340.75,333.369995,340.75,340.75,186070000
1990/1/17,340.769989,342.01001,336.26001,337.399994,337.399994,170470000
1990/1/18,337.399994,338.380005,333.980011,338.190002,338.190002,178590000
1990/1/19,338.190002,340.480011,338.190002,339.149994,339.149994,185590000
1990/1/22,339.140015,339.959991,330.279999,330.380005,330.380005,148380000
1990/1/23,330.380005,332.76001,328.670013,331.609985,331.609985,179300000
1990/1/24,331.609985,331.709991,324.170013,330.26001,330.26001,207830000
1990/1/25,330.26001,332.329987,325.329987,326.079987,326.079987,172270000
1990/1/26,326.089996,328.579987,321.440002,325.799988,325.799988,198190000
1990/1/29,325.799988,327.309998,321.790009,325.200012,325.200012,150770000
1990/1/30,325.200012,325.730011,319.829987,322.980011,322.980011,186030000
1990/1/31,322.980011,329.079987,322.980011,329.079987,329.079987,189660000
1990/2/1,329.079987,329.859985,327.76001,328.790009,328.790009,154580000
1990/2/2,328.790009,332.100006,328.089996,330.920013,330.920013,164400000
1990/2/5,330.920013,332.160004,330.450012,331.850006,331.850006,130950000
1990/2/6,331.850006,331.859985,328.200012,329.660004,329.660004,134070000
1990/2/7,329.660004,333.76001,326.549988,333.75,333.75,186710000
1990/2/8,333.75,336.089996,332,332.959991,332.959991,176240000
1990/2/9,333.019989,334.600006,332.410004,333.619995,333.619995,146910000
1990/2/12,333.619995,333.619995,329.970001,330.079987,330.079987,118390000
1990/2/13,330.079987,331.609985,327.920013,331.019989,331.019989,144490000
1990/2/14,331.019989,333.200012,330.640015,332.01001,332.01001,138530000
1990/2/15,332.01001,335.209991,331.609985,334.890015,334.890015,174620000
1990/2/16,334.890015,335.640015,332.420013,332.720001,332.720001,166840000
1990/2/20,332.720001,332.720001,326.26001,327.98999,327.98999,147300000
1990/2/21,327.910004,328.170013,324.470001,327.670013,327.670013,159240000
1990/2/22,327.670013,330.980011,325.700012,325.700012,325.700012,184320000
1990/2/23,325.700012,326.149994,322.100006,324.149994,324.149994,148490000
1990/2/26,324.160004,328.670013,323.980011,328.670013,328.670013,148900000
1990/2/27,328.679993,331.940002,328.470001,330.26001,330.26001,152590000
1990/2/28,330.26001,333.480011,330.160004,331.890015,331.890015,184400000
1990/3/1,331.890015,334.399994,331.079987,332.73999,332.73999,157930000
1990/3/2,332.73999,335.540009,332.720001,335.540009,335.540009,164330000
1990/3/5,335.540009,336.380005,333.48999,333.73999,333.73999,140110000
1990/3/6,333.73999,337.929993,333.570007,337.929993,337.929993,143640000
1990/3/7,337.929993,338.839996,336.329987,336.950012,336.950012,163580000
1990/3/8,336.950012,340.660004,336.950012,340.269989,340.269989,170900000
1990/3/9,340.119995,340.269989,336.839996,337.929993,337.929993,150410000
1990/3/12,337.929993,339.079987,336.140015,338.670013,338.670013,114790000
1990/3/13,338.670013,338.670013,335.359985,336,336,145440000
1990/3/14,336,337.630005,334.929993,336.869995,336.869995,145060000
1990/3/15,336.869995,338.910004,336.869995,338.070007,338.070007,144410000
1990/3/16,338.070007,341.910004,338.070007,341.910004,341.910004,222520000
1990/3/19,341.910004,343.76001,339.119995,343.529999,343.529999,142300000
1990/3/20,343.529999,344.48999,340.869995,341.570007,341.570007,177320000
1990/3/21,341.570007,342.339996,339.559998,339.73999,339.73999,130990000
1990/3/22,339.73999,339.769989,333.619995,335.690002,335.690002,175930000
1990/3/23,335.690002,337.579987,335.690002,337.220001,337.220001,132070000
1990/3/26,337.220001,339.73999,337.220001,337.630005,337.630005,116110000
1990/3/27,337.630005,341.5,337.029999,341.5,341.5,131610000
1990/3/28,341.5,342.579987,340.600006,342,342,142300000
1990/3/29,342,342.070007,339.769989,340.790009,340.790009,132190000
1990/3/30,340.790009,341.410004,338.209991,339.940002,339.940002,139340000
1990/4/2,339.940002,339.940002,336.329987,338.700012,338.700012,124360000
1990/4/3,338.700012,343.76001,338.700012,343.640015,343.640015,154310000
1990/4/4,343.640015,344.119995,340.399994,341.089996,341.089996,159530000
1990/4/5,341.089996,342.850006,340.630005,340.730011,340.730011,144170000
1990/4/6,340.730011,341.730011,338.940002,340.079987,340.079987,137490000
1990/4/9,340.079987,341.829987,339.880005,341.369995,341.369995,114970000
1990/4/10,341.369995,342.410004,340.619995,342.070007,342.070007,136020000
1990/4/11,342.070007,343,341.26001,341.920013,341.920013,141080000
1990/4/12,341.920013,344.790009,341.910004,344.339996,344.339996,142470000
1990/4/13,341.920013,344.790009,341.910004,344.339996,344.339996,142470000
1990/4/16,344.339996,347.299988,344.100006,344.73999,344.73999,142810000
1990/4/17,344.73999,345.190002,342.059998,344.679993,344.679993,127990000
1990/4/18,344.679993,345.329987,340.109985,340.720001,340.720001,147130000
1990/4/19,340.720001,340.720001,337.589996,338.089996,338.089996,152930000
1990/4/20,338.089996,338.519989,333.410004,335.119995,335.119995,174260000
1990/4/23,335.119995,335.119995,330.089996,331.049988,331.049988,136150000
1990/4/24,331.049988,332.970001,329.709991,330.359985,330.359985,137360000
1990/4/25,330.359985,332.73999,330.359985,332.029999,332.029999,133480000
1990/4/26,332.029999,333.76001,330.670013,332.920013,332.920013,141330000
1990/4/27,332.920013,333.570007,328.709991,329.109985,329.109985,130630000
1990/4/30,329.109985,331.309998,327.76001,330.799988,330.799988,122750000
1990/5/1,330.799988,332.829987,330.799988,332.25,332.25,149020000
1990/5/2,332.25,334.480011,332.149994,334.480011,334.480011,141610000
1990/5/3,334.480011,337.019989,334.470001,335.570007,335.570007,145560000
1990/5/4,335.579987,338.459991,335.170013,338.390015,338.390015,140550000
1990/5/7,338.390015,341.070007,338.109985,340.529999,340.529999,132760000
1990/5/8,340.529999,342.029999,340.170013,342.01001,342.01001,144230000
1990/5/9,342.01001,343.079987,340.899994,342.859985,342.859985,152220000
1990/5/10,342.869995,344.980011,342.769989,343.820007,343.820007,158460000
1990/5/11,343.820007,352.309998,343.820007,352,352,234040000
1990/5/14,352,358.410004,351.950012,354.75,354.75,225410000
1990/5/15,354.75,355.089996,352.839996,354.279999,354.279999,165730000
1990/5/16,354.269989,354.679993,351.950012,354,354,159810000
1990/5/17,354,356.920013,354,354.470001,354.470001,164770000
1990/5/18,354.470001,354.640015,352.519989,354.640015,354.640015,162520000
1990/5/21,354.640015,359.070007,353.779999,358,358,166280000
1990/5/22,358,360.5,356.089996,358.429993,358.429993,203350000
1990/5/23,358.429993,359.290009,356.98999,359.290009,359.290009,172330000
1990/5/24,359.290009,359.559998,357.869995,358.410004,358.410004,155140000
1990/5/25,358.410004,358.410004,354.320007,354.579987,354.579987,120250000
1990/5/29,354.579987,360.649994,354.549988,360.649994,360.649994,137410000
1990/5/30,360.649994,362.26001,360,360.859985,360.859985,199540000
1990/5/31,360.859985,361.839996,360.230011,361.230011,361.230011,165690000
1990/6/1,361.26001,363.519989,361.209991,363.160004,363.160004,187860000
1990/6/4,363.160004,367.850006,362.429993,367.399994,367.399994,175520000
1990/6/5,367.399994,368.779999,365.48999,366.640015,366.640015,199720000
1990/6/6,366.640015,366.640015,364.420013,364.959991,364.959991,164030000
1990/6/7,365.920013,365.920013,361.600006,363.149994,363.149994,160360000
1990/6/8,363.149994,363.48999,357.679993,358.709991,358.709991,142600000
1990/6/11,358.709991,361.630005,357.700012,361.630005,361.630005,119550000
1990/6/12,361.630005,367.269989,361.149994,366.25,366.25,157100000
1990/6/13,366.25,367.089996,364.51001,364.899994,364.899994,158910000
1990/6/14,364.899994,364.899994,361.640015,362.899994,362.899994,135770000
1990/6/15,362.890015,363.140015,360.709991,362.910004,362.910004,205130000
1990/6/18,362.910004,362.910004,356.880005,356.880005,356.880005,133470000
1990/6/19,356.880005,358.899994,356.179993,358.470001,358.470001,134930000
1990/6/20,358.470001,359.910004,357,359.100006,359.100006,137420000
1990/6/21,359.100006,360.880005,357.630005,360.470001,360.470001,138570000
1990/6/22,360.519989,363.200012,355.309998,355.429993,355.429993,172570000
1990/6/25,355.420013,356.410004,351.910004,352.309998,352.309998,133100000
1990/6/26,352.320007,356.089996,351.850006,352.059998,352.059998,141420000
1990/6/27,352.059998,355.890015,351.230011,355.140015,355.140015,146620000
1990/6/28,355.160004,357.630005,355.160004,357.630005,357.630005,136120000
1990/6/29,357.640015,359.089996,357.299988,358.019989,358.019989,145510000
1990/7/2,358.019989,359.579987,357.540009,359.540009,359.540009,130200000
1990/7/3,359.540009,360.730011,359.440002,360.160004,360.160004,130050000
1990/7/5,360.160004,360.160004,354.859985,355.679993,355.679993,128320000
1990/7/6,355.690002,359.019989,354.640015,358.420013,358.420013,111730000
1990/7/9,358.420013,360.049988,358.109985,359.519989,359.519989,119390000
1990/7/10,359.519989,359.73999,356.410004,356.48999,356.48999,147630000
1990/7/11,356.48999,361.230011,356.48999,361.230011,361.230011,162220000
1990/7/12,361.230011,365.459991,360.570007,365.440002,365.440002,213180000
1990/7/13,365.450012,369.679993,365.450012,367.309998,367.309998,215600000
1990/7/16,367.309998,369.779999,367.309998,368.950012,368.950012,149430000
1990/7/17,368.950012,369.399994,364.98999,367.519989,367.519989,176790000
1990/7/18,367.519989,367.519989,362.950012,364.220001,364.220001,168760000
1990/7/19,364.220001,365.320007,361.290009,365.320007,365.320007,161990000
1990/7/20,365.320007,366.640015,361.579987,361.609985,361.609985,177810000
1990/7/23,361.609985,361.609985,350.089996,355.309998,355.309998,209030000
1990/7/24,355.309998,356.089996,351.459991,355.790009,355.790009,181920000
1990/7/25,355.790009,357.519989,354.799988,357.089996,357.089996,163530000
1990/7/26,357.089996,357.470001,353.950012,355.910004,355.910004,155040000
1990/7/27,355.899994,355.940002,352.140015,353.440002,353.440002,149070000
1990/7/30,353.440002,355.549988,351.149994,355.549988,355.549988,146470000
1990/7/31,355.549988,357.540009,353.910004,356.149994,356.149994,175380000
1990/8/1,356.149994,357.350006,353.820007,355.519989,355.519989,178260000
1990/8/2,355.519989,355.519989,349.730011,351.480011,351.480011,253090000
1990/8/3,351.480011,351.480011,338.200012,344.859985,344.859985,295880000
1990/8/6,344.859985,344.859985,333.269989,334.429993,334.429993,240400000
1990/8/7,334.429993,338.630005,332.220001,334.829987,334.829987,231580000
1990/8/8,334.829987,339.209991,334.829987,338.350006,338.350006,190400000
1990/8/9,338.350006,340.559998,337.559998,339.940002,339.940002,155810000
1990/8/10,339.899994,339.899994,334.220001,335.519989,335.519989,145340000
1990/8/13,335.390015,338.880005,332.019989,338.839996,338.839996,122820000
1990/8/14,338.839996,340.959991,337.190002,339.390015,339.390015,130320000
1990/8/15,339.390015,341.920013,339.380005,340.059998,340.059998,136710000
1990/8/16,340.059998,340.059998,332.390015,332.390015,332.390015,138850000
1990/8/17,332.359985,332.359985,324.630005,327.829987,327.829987,212560000
1990/8/20,327.829987,329.899994,327.070007,328.51001,328.51001,129630000
1990/8/21,328.51001,328.51001,318.779999,321.859985,321.859985,194630000
1990/8/22,321.859985,324.149994,316.549988,316.549988,316.549988,175550000
1990/8/23,316.549988,316.549988,306.559998,307.059998,307.059998,250440000
1990/8/24,307.059998,311.649994,306.179993,311.51001,311.51001,199040000
1990/8/27,311.549988,323.109985,311.549988,321.440002,321.440002,160150000
1990/8/28,321.440002,322.200012,320.25,321.339996,321.339996,127660000
1990/8/29,321.339996,325.829987,320.869995,324.190002,324.190002,134240000
1990/8/30,324.190002,324.570007,317.820007,318.709991,318.709991,120890000
1990/8/31,318.709991,322.570007,316.589996,322.559998,322.559998,96480000
1990/9/4,322.559998,323.089996,319.109985,323.089996,323.089996,92940000
1990/9/5,323.089996,324.519989,320.98999,324.390015,324.390015,120610000
1990/9/6,324.390015,324.390015,319.369995,320.459991,320.459991,125620000
1990/9/7,320.459991,324.179993,319.709991,323.399994,323.399994,123800000
1990/9/10,323.420013,326.529999,320.309998,321.630005,321.630005,119730000
1990/9/11,321.630005,322.179993,319.600006,321.040009,321.040009,113220000
1990/9/12,321.040009,322.549988,319.600006,322.540009,322.540009,129890000
1990/9/13,322.51001,322.51001,318.019989,318.649994,318.649994,123390000
1990/9/14,318.649994,318.649994,314.76001,316.829987,316.829987,133390000
1990/9/17,316.829987,318.049988,315.209991,317.769989,317.769989,110600000
1990/9/18,317.769989,318.850006,314.269989,318.600006,318.600006,141130000
1990/9/19,318.600006,319.350006,316.25,316.600006,316.600006,147530000
1990/9/20,316.600006,316.600006,310.549988,311.480011,311.480011,145100000
1990/9/21,311.529999,312.170013,307.980011,311.320007,311.320007,201050000
1990/9/24,311.299988,311.299988,303.579987,304.589996,304.589996,164070000
1990/9/25,305.459991,308.269989,304.230011,308.26001,308.26001,155940000
1990/9/26,308.26001,308.279999,303.049988,305.059998,305.059998,155570000
1990/9/27,305.059998,307.470001,299.100006,300.970001,300.970001,182690000
1990/9/28,300.970001,306.049988,295.980011,306.049988,306.049988,201010000
